Wall time,Step,Value
1656658995.023475,0,0.844986081123352
1656659054.459004,1,0.8080779910087585
1656659113.8589633,2,0.8766016960144043
1656659173.3140702,3,0.8151810765266418
1656659232.7913594,4,0.8877437114715576
1656659292.1763623,5,0.8798050284385681
1656659351.7012253,6,0.929665744304657
1656659411.2514343,7,0.8820334076881409
1656659470.7624326,8,0.9026462435722351
1656659530.3311856,9,0.9048746228218079
1656659589.9600456,10,0.9073815941810608
1656659649.5293214,11,0.91949862241745
1656659709.101288,12,0.9206128120422363
1656659769.4044461,13,0.878690779209137
1656659830.6341243,14,0.904178261756897
1656659891.5877676,15,0.9122562408447266
1656659952.6616101,16,0.9228412508964539
1656660013.6542137,17,0.9232590794563293
1656660074.887548,18,0.9009749293327332
1656660136.2331722,19,0.9137883186340332
1656660197.3338137,20,0.8433147668838501
1656660258.51948,21,0.9201949834823608
1656660319.9329755,22,0.9199164509773254
1656660381.3431594,23,0.9247910976409912
1656660442.650063,24,0.9264624118804932
1656660503.8289847,25,0.9193593263626099
1656660565.262409,26,0.9225626587867737
1656660626.6183972,27,0.9224234223365784
1656660687.8162024,28,0.9328690767288208
1656660748.9577553,29,0.9175487756729126
1656660810.3683343,30,0.9318941235542297
1656660872.0641572,31,0.927158772945404
1656660933.4795427,32,0.9214484691619873
1656660994.7951598,33,0.8952646255493164
1656661056.219999,34,0.9188022017478943
1656661117.3793871,35,0.9218662977218628
1656661178.4689236,36,0.9323119521141052
1656661239.709766,37,0.9140668511390686
1656661300.8908753,38,0.9309192299842834
1656661361.9548814,39,0.9281337261199951
1656661423.175293,40,0.9118384122848511
1656661484.566427,41,0.9220055937767029
1656661545.6466925,42,0.9325905442237854
1656661606.6972165,43,0.9132311940193176
1656661668.0922925,44,0.9384400844573975
1656661729.4491496,45,0.9204735159873962
1656661790.5879602,46,0.9155988693237305
1656661851.991005,47,0.9232590794563293
1656661913.2929797,48,0.9225626587867737
1656661974.6016612,49,0.9259052872657776
1656662035.6232154,50,0.9341225624084473
1656662097.134997,51,0.9323119521141052
1656662158.2548802,52,0.9323119521141052
1656662219.595177,53,0.9316155910491943
1656662280.7743378,54,0.9330083727836609
1656662342.1955638,55,0.9331476092338562
1656662403.3124473,56,0.9371866583824158
1656662464.6331391,57,0.9292479157447815
1656662526.3771992,58,0.9313370585441589
1656662588.4537733,59,0.9292479157447815
1656662651.800329,60,0.9328690767288208
1656662715.1544385,61,0.9309192299842834
1656662777.5181384,62,0.9321727156639099
1656662839.7155623,63,0.9394150376319885
1656662901.7382855,64,0.9286907911300659
1656662963.7625256,65,0.9330083727836609
1656663026.0370402,66,0.9281337261199951
1656663088.018885,67,0.925348162651062
1656663150.2705958,68,0.926183819770813
1656663212.633884,69,0.9309192299842834
1656663274.568124,70,0.9309192299842834
1656663336.80021,71,0.9303621053695679
1656663399.08664,72,0.9317548871040344
1656663461.5196068,73,0.9267409443855286
1656663524.7422879,74,0.9318941235542297
1656663587.8013496,75,0.9298050403594971
1656663651.3560317,76,0.9285515546798706
1656663714.6961427,77,0.9313370585441589
1656663777.973746,78,0.9337047338485718
1656663841.1609943,79,0.9318941235542297
1656663904.190898,80,0.9317548871040344
1656663967.7272904,81,0.9278551340103149
1656664031.1472793,82,0.9348189234733582
1656664093.4622915,83,0.9292479157447815
1656664155.8441367,84,0.930640697479248
1656664218.0755944,85,0.9278551340103149
1656664280.1213026,86,0.9313370585441589
1656664342.4461946,87,0.930640697479248
1656664404.8424504,88,0.9321727156639099
1656664466.8647387,89,0.930640697479248
1656664528.9487052,90,0.9334262013435364
1656664591.0328019,91,0.9302228689193726
1656664654.3154895,92,0.9286907911300659
1656664717.4267223,93,0.9320334196090698
1656664780.8644695,94,0.9309192299842834
1656664844.1670318,95,0.9317548871040344
1656664907.3253446,96,0.9284122586250305
1656664970.5495963,97,0.9302228689193726
1656665033.8172705,98,0.9291086196899414
1656665097.3162656,99,0.9291086196899414
