Wall time,Step,Value
1656665211.6721113,0,0.6689414978027344
1656665274.5721543,1,0.738997220993042
1656665337.9208126,2,0.8589136600494385
1656665400.687951,3,0.8727019429206848
1656665464.0457618,4,0.8662952780723572
1656665526.7728555,5,0.8806406855583191
1656665590.0009294,6,0.8573816418647766
1656665653.467751,7,0.8669916391372681
1656665716.3676667,8,0.8664345145225525
1656665779.4930506,9,0.9030640721321106
1656665842.4130692,10,0.8891364932060242
1656665905.2126706,11,0.902506947517395
1656665968.4114373,12,0.8850975036621094
1656666031.6501763,13,0.9073815941810608
1656666094.5796173,14,0.913509726524353
1656666157.5235693,15,0.9005571007728577
1656666220.7337995,16,0.9176880121231079
1656666284.036549,17,0.894986093044281
1656666347.5245585,18,0.8887186646461487
1656666410.4201934,19,0.8838440179824829
1656666473.6038394,20,0.8825905323028564
1656666536.383287,21,0.9176880121231079
1656666599.701343,22,0.8835654854774475
1656666663.1084802,23,0.9259052872657776
1656666726.47908,24,0.8784122467041016
1656666789.7946496,25,0.8477715849876404
1656666852.991086,26,0.9058495759963989
1656666915.6877494,27,0.8924791216850281
1656666979.1276371,28,0.9256267547607422
1656667042.573159,29,0.914345383644104
1656667105.9033434,30,0.9108635187149048
1656667168.9588873,31,0.9243732690811157
1656667232.1372485,32,0.9193593263626099
1656667295.1555362,33,0.9208913445472717
1656667358.44292,34,0.8930361866950989
1656667421.6906753,35,0.9272980690002441
1656667484.8555744,36,0.9150418043136597
1656667548.033136,37,0.9231197834014893
1656667610.871591,38,0.9307799339294434
1656667673.9832253,39,0.9236769080162048
1656667737.0281882,40,0.91949862241745
1656667800.240357,41,0.9149025082588196
1656667863.613092,42,0.9314762949943542
1656667926.5057938,43,0.9171309471130371
1656667989.4849775,44,0.9277158975601196
1656668052.7789118,45,0.9207521080970764
1656668115.899031,46,0.9155988693237305
1656668179.23311,47,0.9165738224983215
1656668242.5061295,48,0.905013918876648
1656668305.7770863,49,0.9044568538665771
1656668369.0405686,50,0.9220055937767029
1656668432.3411345,51,0.9228412508964539
1656668495.3054714,52,0.9267409443855286
1656668557.8921926,53,0.9268802404403687
1656668620.3348045,54,0.9250696301460266
1656668683.1665714,55,0.9285515546798706
1656668745.6055646,56,0.9316155910491943
1656668806.5218532,57,0.9316155910491943
1656668869.8006144,58,0.9289693832397461
1656668932.192133,59,0.9311977624893188
1656668994.9634244,60,0.9307799339294434
1656669058.166345,61,0.928830087184906
1656669121.398885,62,0.9295264482498169
1656669183.5392988,63,0.930640697479248
1656669246.1665616,64,0.9325905442237854
1656669308.4689388,65,0.9307799339294434
1656669371.032142,66,0.927994430065155
1656669433.865802,67,0.9328690767288208
1656669496.1510954,68,0.9359331727027893
1656669558.0614054,69,0.9353760480880737
1656669620.485116,70,0.929665744304657
1656669682.721583,71,0.9349582195281982
1656669745.1325314,72,0.9298050403594971
1656669807.7128093,73,0.9360724091529846
1656669870.0977721,74,0.9285515546798706
1656669932.0032885,75,0.9309192299842834
1656669994.3813853,76,0.9328690767288208
1656670056.8462129,77,0.929665744304657
1656670119.2481098,78,0.9317548871040344
1656670181.82925,79,0.9310584664344788
1656670244.100488,80,0.9310584664344788
1656670306.2621112,81,0.9356545805931091
1656670368.2422764,82,0.9314762949943542
1656670430.7603498,83,0.9323119521141052
1656670493.0833795,84,0.9302228689193726
1656670555.3839688,85,0.9268802404403687
1656670618.0192475,86,0.9314762949943542
1656670680.2113867,87,0.927994430065155
1656670742.595405,88,0.9341225624084473
1656670805.1880882,89,0.9320334196090698
1656670867.373734,90,0.9303621053695679
1656670930.0422719,91,0.9300835728645325
1656670992.526432,92,0.9334262013435364
1656671054.9391515,93,0.9328690767288208
1656671117.3008265,94,0.9327297806739807
1656671179.7821448,95,0.9341225624084473
1656671242.4296649,96,0.9313370585441589
1656671304.9035614,97,0.9356545805931091
1656671367.3969057,98,0.9328690767288208
1656671429.8006697,99,0.9307799339294434
